,2024,,,,,,2025,,,,,,전년대비증감율(%),,,,,
,12월,,,누계(01월~12월),,,12월,,,누계(01월~12월),,,12월,,,누계(01월~12월),,
국가명,계,적,공,계,적,공,계,적,공,계,적,공,증감_계,증감_적,증감_공,증감_계,증감_적,증감_공
팔라우,26,26,0,392,376,16,36,22,14,373,344,29,38.46,-15.38,0,-4.85,-8.51,81.25
페로 제도,,,,42,42,0,8,8,0,54,54,0,0,0,,28.57,28.57,
페루,"17,037","16,118",919,"178,215","164,697","13,518","20,278","18,037","2,241","251,160","214,283","36,877",19.02,11.91,143.85,40.93,30.11,172.80
포르투갈,670,670,0,"6,748","6,569",179,576,576,0,"8,537","8,216",321,-14.03,-14.03,,26.51,25.07,79.33
폴란드,"2,540","2,083",457,"29,187","27,831","1,356","2,880","2,822",58,"37,812","33,672","4,140",13.39,35.48,-87.31,29.55,20.99,205.33
푸에르토리코,903,903,0,"9,137","9,128",9,"1,213","1,211",2,"12,209","12,185",24,34.33,34.11,0,33.62,33.49,166.67
프랑스,"7,524","7,316",208,"86,734","82,863","3,871","4,476","4,385",91,"67,229","61,603","5,626",-40.50,-40.06,-56.25,-22.49,-25.66,45.35
프랑스령 기아나,29,29,0,309,309,0,1,1,0,99,99,0,-96.55,-96.55,,-67.96,-67.96,
프랑스령 폴리네시아,314,99,215,"6,086","1,110","4,976","1,150",333,817,"7,229","2,006","5,223",266.24,236.36,280.00,18.78,80.72,4.96
피지,667,539,128,"8,892","7,814","1,078",990,886,104,"10,108","9,356",752,48.43,64.38,-18.75,13.68,19.73,-30.24
핀란드,"2,283","2,282",1,"22,620","22,549",71,"2,014","2,013",1,"25,635","25,608",27,-11.78,-11.79,0.00,13.33,13.57,-61.97
필리핀,"25,493","19,182","6,311","315,266","232,824","82,442","23,046","18,270","4,776","286,952","220,638","66,315",-9.60,-4.75,-24.32,-8.98,-5.23,-19.56
헝가리,5,5,0,114,114,0,2,2,0,37,37,0,-60.00,-60.00,,-67.54,-67.54,
호주,"29,615","19,757","9,858","350,212","238,861","111,351","35,940","22,907","13,033","369,478","259,885","109,593",21.36,15.94,32.21,5.50,8.80,-1.58
홍콩,"12,706","11,604","1,102","129,929","120,863","9,067","10,689","9,880",809,"127,445","121,022","6,423",-15.87,-14.85,-26.59,-1.91,0.13,-29.16
