연도,국가명,물동량
2024,아메리칸사모아,1295.0
2024,아이슬란드,268.0
2024,아이티,3020.0
2024,아일랜드,1635.25
2024,알바니아,1232.0
2024,알제리,3689.0
2024,앙골라,2174.25
2024,앤티가 바부다,196.0
2024,앤틸리스제도,705.0
2024,앵귈라,0.0
2024,에리트레아,51.0
2024,에스토니아,1000.0
2024,에콰도르,105666.75
2024,엘살바도르,17086.25
2024,영국,45080.0
2024,영국령 버진아일랜드,76.0
2024,예멘,43.0
2024,오만,8008.75
2024,오스트리아,4.0
2024,온두라스,11549.75
2024,왈리스 푸투나,2.0
2024,요르단,2454.5
2024,우루과이,5614.0
2024,우크라이나,741.0
2024,원양어획지역,1310.0
2024,이라크,4522.5
2024,이란,116.0
2024,이스라엘,27736.75
2024,이집트,22269.5
2024,이탈리아,82313.25
2024,인도,180455.5
2024,인도네시아,284655.5
2024,일본,1699515.5
2024,자메이카,34099.75
2024,적도 기니,2.0
2024,조지아,14666.0
2024,중국,4044877.75
2024,지부티,1783.0
2024,체코,115.0
2024,칠레,333182.0
2024,카메룬,2142.5
2024,카보 베르데,118.0
2024,카타르,5847.75
2024,캄보디아,11860.75
2024,캐나다,474100.75
2024,케냐,2179.25
2024,케이맨 제도,234.0
2024,코모로,4.0
2024,코스타리카,23799.75
2024,코트디부아르,3826.0
2024,콜롬비아,128293.75
2024,콩고,696.0
2024,콩고 민주 공화국,220.0
2024,쿠바,5357.0
2024,쿠웨이트,1494.0
2024,쿡 제도,55.0
2024,퀴라소,249.0
2024,크로아티아,6315.5
2024,키리바시,4183.0
2024,키프로스,1214.0
2024,탄자니아,1984.0
2024,태국,247064.0
2024,토고,2173.0
2024,통가,2375.0
2024,투발루,55.0
2024,튀니지,998.25
2024,튀르키예,80178.75
2024,트리니다드 토바고,7666.25
2024,파나마,77467.25
2024,파라과이,623.0
2024,파키스탄,17460.25
2024,파푸아 뉴기니,5564.0
2024,팔라우,273.0
2024,페로 제도,2.0
2024,페루,138663.0
2024,포르투갈,1639.75
2024,폴란드,3716.5
2024,푸에르토리코,7980.75
2024,프랑스,38585.5
2024,프랑스령 기아나,283.0
2024,프랑스령 폴리네시아,1179.0
2024,피지,7308.0
2024,핀란드,12038.0
2024,필리핀,172799.5
2024,헝가리,11.0
2024,호주,121011.75
2024,홍콩,50340.0
2025,가나,4895.0
2025,가봉,2245.0
2025,가이아나,6511.25
2025,감비아,101.0
2025,과들루프,652.0
2025,과테말라,56011.5
2025,괌,11468.75
2025,그레나다,288.0
2025,그리스,8921.0
2025,기니,876.25
2025,기니비사우,56.0
2025,나미비아,3713.0
2025,나우루,307.0
2025,나이지리아,8001.0
2025,남아프리카,22935.0
2025,네덜란드,40089.0
2025,노르웨이,1127.0
2025,뉴질랜드,52258.0
2025,뉴칼레도니아,3636.0
2025,니우에,8.0
2025,니카라과,10549.25
2025,대만,116716.25
2025,대한민국,327446.5
2025,덴마크,5285.5
2025,도미니카 공화국,42725.5
2025,도미니카 연방,137.0
2025,독일,33412.0
2025,동티모르,50.0
2025,라이베리아,275.0
2025,라트비아,4840.0
2025,러시아,191550.0
2025,레바논,5967.75
2025,레위니옹,38.0
2025,루마니아,7252.75
2025,리비아,3601.75
2025,리투아니아,1085.25
2025,마다가스카르,1073.0
2025,마르티니크,475.0
2025,마샬 제도,1292.0
2025,마요트,28.0
2025,마카오,0.0
2025,말레이시아,178742.0
2025,멕시코,532849.75
2025,모로코,11832.75
2025,모리셔스,786.0
2025,모리타니,1006.0
2025,모잠비크,4130.0
2025,몬세라트,3.0
2025,몬테네그로,221.0
2025,몰디브,257.0
2025,몰타,1385.0
2025,미국,2174065.75
2025,미국령 버진아일랜드,46.0
2025,미얀마,3451.0
2025,미크로네시아,2084.0
2025,바누아투,6255.0
2025,바레인,3683.0
2025,바베이도스,1313.25
2025,바하마,225622.0
2025,방글라데시,9099.25
2025,베냉,513.0
2025,베네수엘라,36828.5
2025,베트남,395872.75
2025,벨기에,23033.25
2025,벨리즈,190.0
2025,볼리비아,8.0
2025,북마리아나 제도,1474.25
2025,북마케도니아,0.0
2025,불가리아,1591.0
2025,브라질,171020.0
2025,브루나이,73.0
2025,사모아,4463.0
2025,사우디아라비아,22535.75
2025,상투메 프린시페,37.0
2025,세네갈,1003.5
2025,세이셸,43.0
2025,세인트 빈센트 그레나딘,101.0
2025,세인트루시아,298.0
2025,세인트키츠 네비스,93.0
2025,소말리아,196.0
2025,솔로몬제도,975.0
2025,수단,65.0
2025,수리남,6410.75
2025,스리랑카,5668.75
2025,스웨덴,24084.0
2025,스페인,77945.75
2025,슬로베니아,14124.0
2025,시리아,2594.5
2025,시에라 리온,326.0
2025,신트마르턴,0.0
2025,싱가포르,83771.0
2025,아랍에미리트연합국,78368.75
2025,아루바,582.25
2025,아르헨티나,13272.0
2025,아메리칸사모아,1781.0
2025,아이슬란드,65.0
2025,아이티,3681.0
2025,아일랜드,2162.0
2025,알바니아,916.25
2025,알제리,4270.75
2025,앙골라,1994.0
2025,앤티가 바부다,158.0
2025,앤틸리스제도,366.25
2025,앵귈라,2.0
2025,에리트레아,3.0
2025,에스토니아,1784.0
2025,에콰도르,104047.25
2025,엘살바도르,19240.5
2025,영국,27434.0
2025,영국령 버진아일랜드,37.0
2025,예멘,153.0
2025,오만,7265.5
2025,오스트리아,6.0
2025,온두라스,17087.25
2025,왈리스 푸투나,53.0
2025,요르단,1067.75
2025,우루과이,4942.0
2025,우크라이나,1146.0
2025,원양어획지역,1050.0
2025,이라크,1265.25
2025,이란,97.0
2025,이스라엘,12929.0
2025,이집트,20607.25
2025,이탈리아,55007.25
2025,인도,148760.75
2025,인도네시아,283181.25
2025,일본,1681423.5
2025,자메이카,32202.75
2025,적도 기니,147.0
